task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774178369164,1774178369317,0.153
autodock026,C3-node2,worker-c3-2,1774178373799,1774178375910,2.111
autodock027,C3-node3,worker-c3-3,1774178374060,1774178376381,2.321
autodock024,C1-node6,worker-c1-6,1774178372439,1774178374596,2.157
autodock025,C3-node1,worker-c3-1,1774178373640,1774178375805,2.165
autodock028,C3-node4,worker-c3-4,1774178374136,1774178376408,2.272
autodock029,C3-node5,worker-c3-5,1774178374426,1774178376492,2.066
autodock022,C1-node4,worker-c1-4,1774178372697,1774178374491,1.794
autodock023,C1-node5,worker-c1-5,1774178372396,1774178374227,1.831
autodock020,C1-node2,worker-c1-2,1774178372152,1774178372935,0.783
autodock021,C1-node3,worker-c1-3,1774178372400,1774178374223,1.823
autodock037,C1-node1,worker-c1-1,1774178373692,1774178376083,2.391
autodock038,C1-node2,worker-c1-2,1774178375793,1774178376702,0.909
autodock035,C2-node5,worker-c2-5,1774178375086,1774178376224,1.138
autodock036,C2-node6,worker-c2-6,1774178375284,1774178376424,1.140
autodock039,C1-node3,worker-c1-3,1774178375998,1774178377091,1.093
autodock030,C3-node6,worker-c3-6,1774178374813,1774178377099,2.286
autodock033,C2-node3,worker-c2-3,1774178374803,1774178376210,1.407
autodock034,C2-node4,worker-c2-4,1774178374612,1774178375734,1.122
autodock031,C2-node1,worker-c2-1,1774178374429,1774178375501,1.072
autodock032,C2-node2,worker-c2-2,1774178374810,1774178376292,1.482
autodock004,C1-node4,worker-c1-4,1774178372980,1774178374593,1.613
autodock005,C1-node5,worker-c1-5,1774178371601,1774178373493,1.892
autodock002,C1-node2,worker-c1-2,1774178371409,1774178372006,0.597
autodock003,C1-node3,worker-c1-3,1774178372011,1774178373588,1.577
autodock008,C2-node2,worker-c2-2,1774178372805,1774178374006,1.201
autodock009,C2-node3,worker-c2-3,1774178372306,1774178373417,1.111
autodock006,C1-node6,worker-c1-6,1774178372687,1774178374624,1.937
autodock007,C2-node1,worker-c2-1,1774178372123,1774178373299,1.176
autodock084,C2-node6,worker-c2-6,1774178380687,1774178381585,0.898
autodock085,C3-node1,worker-c3-1,1774178380919,1774178382510,1.591
autodock082,C2-node4,worker-c2-4,1774178380770,1774178381642,0.872
autodock083,C2-node5,worker-c2-5,1774178380659,1774178381553,0.894
autodock088,C3-node4,worker-c3-4,1774178381323,1774178383286,1.963
autodock001,C1-node1,worker-c1-1,1774178369475,1774178373189,3.714
autodock089,C3-node5,worker-c3-5,1774178381424,1774178383801,2.377
autodock086,C3-node2,worker-c3-2,1774178380915,1774178382603,1.688
autodock087,C3-node3,worker-c3-3,1774178381306,1774178383586,2.280
autodock080,C2-node2,worker-c2-2,1774178380514,1774178381488,0.974
autodock081,C2-node3,worker-c2-3,1774178380502,1774178381430,0.928
autodock015,C1-node3,worker-c1-3,1774178372392,1774178374192,1.800
autodock016,C1-node4,worker-c1-4,1774178372316,1774178373690,1.374
autodock013,C1-node1,worker-c1-1,1774178369480,1774178373324,3.844
autodock014,C1-node2,worker-c1-2,1774178372681,1774178373576,0.895
autodock019,C1-node1,worker-c1-1,1774178369484,1774178373320,3.836
autodock017,C1-node5,worker-c1-5,1774178372286,1774178374198,1.912
autodock018,C1-node6,worker-c1-6,1774178372318,1774178374287,1.969
autodock095,C1-node5,worker-c1-5,1774178381956,1774178382574,0.618
autodock096,C1-node6,worker-c1-6,1774178381981,1774178382513,0.532
autodock093,C1-node3,worker-c1-3,1774178381899,1774178382439,0.540
autodock094,C1-node4,worker-c1-4,1774178381892,1774178382437,0.545
autodock011,C2-node5,worker-c2-5,1774178372536,1774178373801,1.265
autodock099,C2-node3,worker-c2-3,1774178382121,1774178382917,0.796
autodock012,C2-node6,worker-c2-6,1774178372319,1774178373400,1.081
autodock097,C2-node1,worker-c2-1,1774178381985,1774178382820,0.835
autodock010,C2-node4,worker-c2-4,1774178372072,1774178373316,1.244
autodock098,C2-node2,worker-c2-2,1774178382087,1774178383007,0.920
autodock091,C1-node1,worker-c1-1,1774178380582,1774178381535,0.953
autodock092,C1-node2,worker-c1-2,1774178381915,1774178382503,0.588
autodock090,C3-node6,worker-c3-6,1774178381316,1774178383407,2.091
autodock068,C4-node2,worker-c4-2,1774178379484,1774178383282,3.798
autodock069,C4-node3,worker-c4-3,1774178379679,1774178383891,4.212
autodock062,C1-node2,worker-c1-2,1774178378888,1774178379718,0.830
autodock063,C1-node3,worker-c1-3,1774178379494,1774178380216,0.722
autodock060,C1-node6,worker-c1-6,1774178378586,1774178379204,0.618
autodock061,C1-node1,worker-c1-1,1774178376703,1774178379782,3.079
autodock066,C1-node6,worker-c1-6,1774178379307,1774178380036,0.729
autodock100,C2-node4,worker-c2-4,1774178382138,1774178383128,0.990
autodock067,C4-node1,worker-c4-1,1774178379482,1774178383580,4.098
autodock064,C1-node4,worker-c1-4,1774178379500,1774178380242,0.742
autodock065,C1-node5,worker-c1-5,1774178379498,1774178380216,0.718
autodock079,C2-node1,worker-c2-1,1774178380342,1774178381321,0.979
autodock073,C1-node1,worker-c1-1,1774178378112,1774178380580,2.468
autodock074,C1-node2,worker-c1-2,1774178380348,1774178381051,0.703
autodock071,C4-node5,worker-c4-5,1774178379906,1774178384198,4.292
autodock072,C4-node6,worker-c4-6,1774178379886,1774178384567,4.681
autodock077,C1-node5,worker-c1-5,1774178380524,1774178381216,0.692
autodock078,C1-node6,worker-c1-6,1774178380520,1774178381210,0.690
autodock075,C1-node3,worker-c1-3,1774178380395,1774178381062,0.667
autodock076,C1-node4,worker-c1-4,1774178380384,1774178381059,0.675
autogrid,C1-node1,worker-c1-1,1774178369318,1774178369473,0.155
autodock070,C4-node4,worker-c4-4,1774178379692,1774178383682,3.990
autodock048,C1-node6,worker-c1-6,1774178376654,1774178378111,1.457
autodock049,C2-node1,worker-c2-1,1774178377588,1774178378613,1.025
autodock046,C1-node4,worker-c1-4,1774178376634,1774178377924,1.290
autodock047,C1-node5,worker-c1-5,1774178376988,1774178377786,0.798
autodock040,C1-node4,worker-c1-4,1774178376591,1774178377882,1.291
autodock041,C1-node5,worker-c1-5,1774178376343,1774178377209,0.866
autodock044,C1-node2,worker-c1-2,1774178376388,1774178377312,0.924
autodock045,C1-node3,worker-c1-3,1774178376480,1774178377512,1.032
autodock042,C1-node6,worker-c1-6,1774178376728,1774178378103,1.375
autodock043,C1-node1,worker-c1-1,1774178374228,1774178376893,2.665
autodock059,C1-node5,worker-c1-5,1774178378399,1774178379111,0.712
autodock057,C1-node3,worker-c1-3,1774178378281,1774178378914,0.633
autodock058,C1-node4,worker-c1-4,1774178378582,1774178379201,0.619
autodock051,C2-node3,worker-c2-3,1774178377821,1774178378918,1.097
autodock052,C2-node4,worker-c2-4,1774178377582,1774178378613,1.031
autodock050,C2-node2,worker-c2-2,1774178377214,1774178378093,0.879
autodock055,C1-node1,worker-c1-1,1774178376225,1774178378686,2.461
autodock056,C1-node2,worker-c1-2,1774178378429,1774178379189,0.760
autodock053,C2-node5,worker-c2-5,1774178377820,1774178378921,1.101
autodock054,C2-node6,worker-c2-6,1774178378087,1774178379207,1.120
