task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774178390650,1774178390771,0.121
autodock026,C1-node5,worker-c1-5,1774178394501,1774178396312,1.811
autodock027,C1-node6,worker-c1-6,1774178394190,1774178396221,2.031
autodock024,C1-node3,worker-c1-3,1774178394100,1774178396292,2.192
autodock025,C1-node4,worker-c1-4,1774178394440,1774178396592,2.152
autodock028,C1-node7,worker-c1-7,1774178394197,1774178396249,2.052
autodock029,C3-node1,worker-c3-1,1774178395403,1774178397316,1.913
autodock022,C1-node1,worker-c1-1,1774178390939,1774178394913,3.974
autodock023,C1-node2,worker-c1-2,1774178394096,1774178396194,2.098
autodock020,C1-node6,worker-c1-6,1774178394081,1774178396268,2.187
autodock021,C1-node7,worker-c1-7,1774178394103,1774178396098,1.995
autodock037,C2-node2,worker-c2-2,1774178396015,1774178397004,0.989
autodock038,C2-node3,worker-c2-3,1774178396027,1774178397025,0.998
autodock035,C3-node7,worker-c3-7,1774178396033,1774178397985,1.952
autodock036,C2-node1,worker-c2-1,1774178396030,1774178397028,0.998
autodock039,C2-node4,worker-c2-4,1774178397182,1774178398018,0.836
autodock030,C3-node2,worker-c3-2,1774178395395,1774178397320,1.925
autodock033,C3-node5,worker-c3-5,1774178395713,1774178397586,1.873
autodock034,C3-node6,worker-c3-6,1774178396058,1774178397901,1.843
autodock031,C3-node3,worker-c3-3,1774178395475,1774178397379,1.904
autodock032,C3-node4,worker-c3-4,1774178395793,1774178397581,1.788
autodock004,C1-node4,worker-c1-4,1774178394434,1774178396586,2.152
autodock005,C1-node5,worker-c1-5,1774178393890,1774178395997,2.107
autodock002,C1-node2,worker-c1-2,1774178393887,1774178396323,2.436
autodock003,C1-node3,worker-c1-3,1774178394094,1774178396207,2.113
autodock008,C2-node1,worker-c2-1,1774178393901,1774178395223,1.322
autodock009,C2-node2,worker-c2-2,1774178393898,1774178395216,1.318
autodock006,C1-node6,worker-c1-6,1774178393881,1774178396092,2.211
autodock007,C1-node7,worker-c1-7,1774178394090,1774178396201,2.111
autodock084,C4-node7,worker-c4-7,1774178402319,1774178408602,6.283
autodock085,C3-node1,worker-c3-1,1774178402028,1774178404497,2.469
autodock082,C4-node5,worker-c4-5,1774178402335,1774178409395,7.060
autodock083,C4-node6,worker-c4-6,1774178402402,1774178408878,6.476
autodock088,C3-node4,worker-c3-4,1774178401899,1774178404291,2.392
autodock001,C1-node1,worker-c1-1,1774178390931,1774178394697,3.766
autodock089,C3-node5,worker-c3-5,1774178402306,1774178404683,2.377
autodock086,C3-node2,worker-c3-2,1774178402302,1774178404575,2.273
autodock087,C3-node3,worker-c3-3,1774178402323,1774178404793,2.470
autodock080,C4-node3,worker-c4-3,1774178401830,1774178407576,5.746
autodock081,C4-node4,worker-c4-4,1774178401988,1774178408302,6.314
autodock015,C1-node1,worker-c1-1,1774178390936,1774178394906,3.970
autodock016,C1-node2,worker-c1-2,1774178394086,1774178396313,2.227
autodock013,C2-node6,worker-c2-6,1774178393896,1774178395236,1.340
autodock014,C2-node7,worker-c2-7,1774178393105,1774178394331,1.226
autodock019,C1-node5,worker-c1-5,1774178393892,1774178396083,2.191
autodock017,C1-node3,worker-c1-3,1774178394218,1774178396312,2.094
autodock018,C1-node4,worker-c1-4,1774178394341,1774178396583,2.242
autodock095,C2-node4,worker-c2-4,1774178402715,1774178403505,0.790
autodock096,C2-node5,worker-c2-5,1774178402627,1774178403500,0.873
autodock093,C2-node2,worker-c2-2,1774178402429,1774178403310,0.881
autodock094,C2-node3,worker-c2-3,1774178402624,1774178403414,0.790
autodock011,C2-node4,worker-c2-4,1774178393130,1774178394323,1.193
autodock099,C1-node1,worker-c1-1,1774178401938,1774178403019,1.081
autodock012,C2-node5,worker-c2-5,1774178394186,1774178395328,1.142
autodock097,C2-node6,worker-c2-6,1774178402986,1774178403752,0.766
autodock010,C2-node3,worker-c2-3,1774178393884,1774178395232,1.348
autodock098,C2-node7,worker-c2-7,1774178402913,1774178403721,0.808
autodock091,C3-node7,worker-c3-7,1774178402423,1774178404594,2.171
autodock092,C2-node1,worker-c2-1,1774178402409,1774178403278,0.869
autodock090,C3-node6,worker-c3-6,1774178402441,1774178404766,2.325
autodock068,C1-node5,worker-c1-5,1774178401184,1774178401937,0.753
autodock069,C1-node6,worker-c1-6,1774178401181,1774178401919,0.738
autodock062,C2-node6,worker-c2-6,1774178399699,1774178400611,0.912
autodock063,C2-node7,worker-c2-7,1774178399919,1774178400936,1.017
autodock060,C2-node4,worker-c2-4,1774178399234,1774178400308,1.074
autodock061,C2-node5,worker-c2-5,1774178399230,1774178400308,1.078
autodock066,C1-node3,worker-c1-3,1774178400679,1774178401493,0.814
autodock067,C1-node4,worker-c1-4,1774178399989,1774178400727,0.738
autodock100,C1-node2,worker-c1-2,1774178403122,1774178403607,0.485
autodock064,C1-node1,worker-c1-1,1774178397588,1774178400277,2.689
autodock065,C1-node2,worker-c1-2,1774178400298,1774178401100,0.802
autodock079,C4-node2,worker-c4-2,1774178401804,1774178407505,5.701
autodock073,C1-node3,worker-c1-3,1774178401530,1774178402417,0.887
autodock074,C1-node4,worker-c1-4,1774178401722,1774178402440,0.718
autodock071,C1-node1,worker-c1-1,1774178398798,1774178401596,2.798
autodock072,C1-node2,worker-c1-2,1774178401294,1774178402107,0.813
autodock077,C1-node7,worker-c1-7,1774178401799,1774178402532,0.733
autodock078,C4-node1,worker-c4-1,1774178401718,1774178407689,5.971
autodock075,C1-node5,worker-c1-5,1774178401782,1774178402525,0.743
autodock076,C1-node6,worker-c1-6,1774178401777,1774178402547,0.770
autogrid,C1-node1,worker-c1-1,1774178390774,1774178390930,0.156
autodock070,C1-node7,worker-c1-7,1774178400675,1774178401463,0.788
autodock048,C1-node6,worker-c1-6,1774178398796,1774178399598,0.802
autodock049,C1-node7,worker-c1-7,1774178399004,1774178400119,1.115
autodock046,C1-node4,worker-c1-4,1774178398487,1774178399685,1.198
autodock047,C1-node5,worker-c1-5,1774178398495,1774178399384,0.889
autodock040,C2-node5,worker-c2-5,1774178397707,1774178398613,0.906
autodock041,C2-node6,worker-c2-6,1774178397585,1774178398501,0.916
autodock044,C1-node2,worker-c1-2,1774178397990,1774178398792,0.802
autodock045,C1-node3,worker-c1-3,1774178398176,1774178399207,1.031
autodock042,C2-node7,worker-c2-7,1774178397703,1774178398608,0.905
autodock043,C1-node1,worker-c1-1,1774178396196,1774178398971,2.775
autodock059,C2-node3,worker-c2-3,1774178399000,1774178400203,1.203
autodock057,C2-node1,worker-c2-1,1774178399240,1774178400215,0.975
autodock058,C2-node2,worker-c2-2,1774178398990,1774178400122,1.132
autodock051,C1-node2,worker-c1-2,1774178398780,1774178399524,0.744
autodock052,C1-node3,worker-c1-3,1774178398277,1774178399392,1.115
autodock050,C1-node1,worker-c1-1,1774178396314,1774178399485,3.171
autodock055,C1-node6,worker-c1-6,1774178398997,1774178400130,1.133
autodock056,C1-node7,worker-c1-7,1774178398806,1774178399679,0.873
autodock053,C1-node4,worker-c1-4,1774178398808,1774178399909,1.101
autodock054,C1-node5,worker-c1-5,1774178399088,1774178400033,0.945
