task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774258580139,1774258580319,0.180
autodock026,C2-node1,worker-c2-1,1774258583831,1774258584140,0.309
autodock027,C2-node2,worker-c2-2,1774258584093,1774258584416,0.323
autodock024,C1-node1,worker-c1-1,1774258582834,1774258583005,0.171
autodock025,C1-node2,worker-c1-2,1774258583363,1774258583512,0.149
autodock028,C3-node1,worker-c3-1,1774258584263,1774258584662,0.399
autodock029,C3-node2,worker-c3-2,1774258584309,1774258584739,0.430
autodock022,C1-node2,worker-c1-2,1774258583285,1774258583432,0.147
autodock023,C4-node1,worker-c4-1,1774258583648,1774258584986,1.338
autodock020,C1-node2,worker-c1-2,1774258583095,1774258583246,0.151
autodock021,C1-node1,worker-c1-1,1774258582639,1774258582841,0.202
autodock037,C1-node2,worker-c1-2,1774258585045,1774258585184,0.139
autodock038,C3-node1,worker-c3-1,1774258585467,1774258585758,0.291
autodock035,C1-node2,worker-c1-2,1774258584760,1774258584908,0.148
autodock036,C1-node1,worker-c1-1,1774258584417,1774258584571,0.154
autodock039,C3-node2,worker-c3-2,1774258585483,1774258585758,0.275
autodock030,C1-node1,worker-c1-1,1774258583449,1774258583599,0.150
autodock033,C2-node2,worker-c2-2,1774258584941,1774258585249,0.308
autodock034,C1-node1,worker-c1-1,1774258584142,1774258584282,0.140
autodock031,C1-node2,worker-c1-2,1774258583992,1774258584135,0.143
autodock032,C2-node1,worker-c2-1,1774258584402,1774258584755,0.353
autodock004,C2-node2,worker-c2-2,1774258581543,1774258581933,0.390
autodock005,C1-node1,worker-c1-1,1774258580487,1774258580710,0.223
autodock002,C1-node2,worker-c1-2,1774258581224,1774258581418,0.194
autodock003,C2-node1,worker-c2-1,1774258581517,1774258581900,0.383
autodock008,C1-node2,worker-c1-2,1774258581378,1774258581581,0.203
autodock009,C3-node1,worker-c3-1,1774258581715,1774258582279,0.564
autodock006,C1-node2,worker-c1-2,1774258581201,1774258581405,0.204
autodock007,C1-node1,worker-c1-1,1774258580486,1774258580710,0.224
autodock084,C2-node1,worker-c2-1,1774258590071,1774258590379,0.308
autodock085,C2-node2,worker-c2-2,1774258590564,1774258590888,0.324
autodock082,C1-node1,worker-c1-1,1774258589170,1774258589323,0.153
autodock083,C1-node2,worker-c1-2,1774258589676,1774258589815,0.139
autodock088,C1-node1,worker-c1-1,1774258589817,1774258589955,0.138
autodock001,C1-node1,worker-c1-1,1774258580484,1774258580684,0.200
autodock089,C1-node2,worker-c1-2,1774258590411,1774258590565,0.154
autodock086,C3-node1,worker-c3-1,1774258590442,1774258590857,0.415
autodock087,C3-node2,worker-c3-2,1774258590519,1774258590948,0.429
autodock080,C1-node2,worker-c1-2,1774258589543,1774258589676,0.133
autodock081,C4-node1,worker-c4-1,1774258589918,1774258591212,1.294
autodock015,C1-node1,worker-c1-1,1774258581901,1774258582125,0.224
autodock016,C1-node2,worker-c1-2,1774258582617,1774258582832,0.215
autodock013,C1-node1,worker-c1-1,1774258581583,1774258581772,0.189
autodock014,C1-node2,worker-c1-2,1774258582451,1774258582636,0.185
autodock019,C1-node1,worker-c1-1,1774258582282,1774258582487,0.205
autodock017,C2-node1,worker-c2-1,1774258583108,1774258583447,0.339
autodock018,C2-node2,worker-c2-2,1774258583154,1774258583447,0.293
autodock095,C1-node2,worker-c1-2,1774258591360,1774258591494,0.134
autodock096,C3-node1,worker-c3-1,1774258591692,1774258592284,0.592
autodock093,C1-node2,worker-c1-2,1774258591160,1774258591294,0.134
autodock094,C1-node1,worker-c1-1,1774258590859,1774258591022,0.163
autodock011,C2-node1,worker-c2-1,1774258582374,1774258582739,0.365
autodock099,C2-node2,worker-c2-2,1774258592047,1774258592345,0.298
autodock012,C2-node2,worker-c2-2,1774258582419,1774258582817,0.398
autodock097,C3-node2,worker-c3-2,1774258591735,1774258592284,0.549
autodock010,C3-node2,worker-c3-2,1774258581713,1774258582170,0.457
autodock098,C2-node1,worker-c2-1,1774258591991,1774258592328,0.337
autodock091,C2-node2,worker-c2-2,1774258591166,1774258591510,0.344
autodock092,C1-node1,worker-c1-1,1774258590566,1774258590688,0.122
autodock090,C2-node1,worker-c2-1,1774258590766,1774258591135,0.369
autodock068,C3-node2,worker-c3-2,1774258588610,1774258588962,0.352
autodock069,C2-node1,worker-c2-1,1774258588732,1774258589023,0.291
autodock062,C2-node2,worker-c2-2,1774258588162,1774258588545,0.383
autodock063,C1-node1,worker-c1-1,1774258587515,1774258587673,0.158
autodock060,C1-node2,worker-c1-2,1774258587223,1774258587368,0.145
autodock061,C2-node1,worker-c2-1,1774258587610,1774258587959,0.349
autodock066,C1-node2,worker-c1-2,1774258588121,1774258588259,0.138
autodock067,C3-node1,worker-c3-1,1774258588593,1774258589055,0.462
autodock100,C1-node1,worker-c1-1,1774258591297,1774258591438,0.141
autodock064,C1-node2,worker-c1-2,1774258588000,1774258588134,0.134
autodock065,C1-node1,worker-c1-1,1774258587638,1774258587784,0.146
autodock079,C1-node1,worker-c1-1,1774258589025,1774258589168,0.143
autodock073,C1-node1,worker-c1-1,1774258588272,1774258588403,0.131
autodock074,C1-node2,worker-c1-2,1774258588858,1774258588997,0.139
autodock071,C1-node1,worker-c1-1,1774258588135,1774258588271,0.136
autodock072,C1-node2,worker-c1-2,1774258588703,1774258588842,0.139
autodock077,C1-node1,worker-c1-1,1774258588963,1774258589107,0.144
autodock078,C1-node2,worker-c1-2,1774258589481,1774258589619,0.138
autodock075,C2-node1,worker-c2-1,1774258589364,1774258589732,0.368
autodock076,C2-node2,worker-c2-2,1774258589666,1774258589972,0.306
autogrid,C1-node1,worker-c1-1,1774258580322,1774258580482,0.160
autodock070,C2-node2,worker-c2-2,1774258588908,1774258589200,0.292
autodock048,C1-node1,worker-c1-1,1774258585760,1774258585918,0.158
autodock049,C1-node2,worker-c1-2,1774258586232,1774258586390,0.158
autodock046,C2-node1,worker-c2-1,1774258586126,1774258586435,0.309
autodock047,C2-node2,worker-c2-2,1774258586506,1774258586850,0.344
autodock040,C2-node1,worker-c2-1,1774258585574,1774258585870,0.296
autodock041,C2-node2,worker-c2-2,1774258585762,1774258586034,0.272
autodock044,C1-node1,worker-c1-1,1774258585185,1774258585334,0.149
autodock045,C1-node2,worker-c1-2,1774258585711,1774258585871,0.160
autodock042,C1-node1,worker-c1-1,1774258584987,1774258585122,0.135
autodock043,C1-node2,worker-c1-2,1774258585578,1774258585729,0.151
autodock059,C1-node1,worker-c1-1,1774258586623,1774258586752,0.129
autodock057,C3-node1,worker-c3-1,1774258587266,1774258587774,0.508
autodock058,C3-node2,worker-c3-2,1774258587283,1774258587635,0.352
autodock051,C1-node2,worker-c1-2,1774258586341,1774258586478,0.137
autodock052,C4-node1,worker-c4-1,1774258586775,1774258588083,1.308
autodock050,C1-node1,worker-c1-1,1774258585871,1774258586013,0.142
autodock055,C2-node1,worker-c2-1,1774258587211,1774258587513,0.302
autodock056,C2-node2,worker-c2-2,1774258587249,1774258587513,0.264
autodock053,C1-node1,worker-c1-1,1774258586015,1774258586165,0.150
autodock054,C1-node2,worker-c1-2,1774258586477,1774258586621,0.144
