task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774178253983,1774178254162,0.179
autodock026,C1-node2,worker-c1-2,1774178259693,1774178260903,1.210
autodock027,C1-node3,worker-c1-3,1774178259818,1774178260517,0.699
autodock024,C2-node4,worker-c2-4,1774178258908,1774178259910,1.002
autodock025,C1-node1,worker-c1-1,1774178258125,1774178259797,1.672
autodock028,C1-node4,worker-c1-4,1774178259802,1774178260598,0.796
autodock029,C1-node1,worker-c1-1,1774178258501,1774178260484,1.983
autodock022,C2-node2,worker-c2-2,1774178258611,1774178259727,1.116
autodock023,C2-node3,worker-c2-3,1774178258917,1774178259900,0.983
autodock020,C3-node4,worker-c3-4,1774178258609,1774178260897,2.288
autodock021,C2-node1,worker-c2-1,1774178258625,1774178259724,1.099
autodock037,C1-node1,worker-c1-1,1774178259912,1774178262095,2.183
autodock038,C1-node2,worker-c1-2,1774178261700,1774178262323,0.623
autodock035,C2-node3,worker-c2-3,1774178260902,1774178261826,0.924
autodock036,C2-node4,worker-c2-4,1774178260916,1774178261881,0.965
autodock039,C1-node3,worker-c1-3,1774178261906,1774178263122,1.216
autodock030,C1-node2,worker-c1-2,1774178259837,1774178261134,1.297
autodock033,C2-node1,worker-c2-1,1774178260615,1774178261599,0.984
autodock034,C2-node2,worker-c2-2,1774178260709,1774178261695,0.986
autodock031,C1-node3,worker-c1-3,1774178260296,1774178261132,0.836
autodock032,C1-node4,worker-c1-4,1774178260197,1774178261128,0.931
autodock004,C1-node4,worker-c1-4,1774178256302,1774178257082,0.780
autodock005,C2-node1,worker-c2-1,1774178256448,1774178257544,1.096
autodock002,C1-node2,worker-c1-2,1774178256346,1774178257198,0.852
autodock003,C1-node3,worker-c1-3,1774178256709,1774178258387,1.678
autodock008,C2-node4,worker-c2-4,1774178257026,1774178258123,1.097
autodock009,C1-node1,worker-c1-1,1774178254406,1774178257989,3.583
autodock006,C2-node2,worker-c2-2,1774178256443,1774178257542,1.099
autodock007,C2-node3,worker-c2-3,1774178256530,1774178257605,1.075
autodock084,C2-node4,worker-c2-4,1774178267296,1774178268122,0.826
autodock085,C1-node1,worker-c1-1,1774178266089,1774178267793,1.704
autodock082,C2-node2,worker-c2-2,1774178267083,1774178267909,0.826
autodock083,C2-node3,worker-c2-3,1774178267288,1774178268125,0.837
autodock088,C1-node4,worker-c1-4,1774178267585,1774178268129,0.544
autodock001,C1-node1,worker-c1-1,1774178254397,1774178257781,3.384
autodock089,C1-node1,worker-c1-1,1774178266289,1774178267912,1.623
autodock086,C1-node2,worker-c1-2,1774178267387,1774178267921,0.534
autodock087,C1-node3,worker-c1-3,1774178267413,1774178268095,0.682
autodock080,C3-node4,worker-c3-4,1774178266821,1774178268491,1.670
autodock081,C2-node1,worker-c2-1,1774178267005,1774178267815,0.810
autodock015,C1-node3,worker-c1-3,1774178256811,1774178258884,2.073
autodock016,C1-node4,worker-c1-4,1774178256890,1774178258436,1.546
autodock013,C1-node1,worker-c1-1,1774178254411,1774178257985,3.574
autodock014,C1-node2,worker-c1-2,1774178257093,1774178258578,1.485
autodock019,C3-node3,worker-c3-3,1774178258519,1774178260587,2.068
autodock017,C3-node1,worker-c3-1,1774178258273,1774178260410,2.137
