task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774258641596,1774258641825,0.229
autodock026,C1-node1,worker-c1-1,1774258643616,1774258643840,0.224
autodock027,C1-node2,worker-c1-2,1774258644421,1774258644568,0.147
autodock024,C1-node3,worker-c1-3,1774258644419,1774258644568,0.149
autodock025,C1-node4,worker-c1-4,1774258644417,1774258644569,0.152
autodock028,C1-node3,worker-c1-3,1774258644456,1774258644609,0.153
autodock029,C1-node4,worker-c1-4,1774258644496,1774258644644,0.148
autodock022,C1-node1,worker-c1-1,1774258643497,1774258643719,0.222
autodock023,C1-node2,worker-c1-2,1774258644365,1774258644513,0.148
autodock020,C2-node2,worker-c2-2,1774258644555,1774258644897,0.342
autodock021,C2-node3,worker-c2-3,1774258644540,1774258644926,0.386
autodock037,C1-node1,worker-c1-1,1774258644846,1774258645016,0.170
autodock038,C1-node2,worker-c1-2,1774258645418,1774258645574,0.156
autodock035,C1-node3,worker-c1-3,1774258645195,1774258645339,0.144
autodock036,C1-node4,worker-c1-4,1774258645236,1774258645392,0.156
autodock039,C1-node3,worker-c1-3,1774258645480,1774258645641,0.161
autodock030,C2-node1,worker-c2-1,1774258645415,1774258645735,0.320
autodock033,C1-node1,worker-c1-1,1774258644570,1774258644712,0.142
autodock034,C1-node2,worker-c1-2,1774258645100,1774258645272,0.172
autodock031,C2-node2,worker-c2-2,1774258645508,1774258645815,0.307
autodock032,C2-node3,worker-c2-3,1774258645510,1774258645815,0.305
autodock004,C1-node4,worker-c1-4,1774258643182,1774258643400,0.218
autodock005,C2-node1,worker-c2-1,1774258643253,1774258643617,0.364
autodock002,C1-node2,worker-c1-2,1774258643158,1774258643383,0.225
autodock003,C1-node3,worker-c1-3,1774258643230,1774258643493,0.263
autodock008,C1-node1,worker-c1-1,1774258642038,1774258642403,0.365
autodock009,C1-node2,worker-c1-2,1774258643191,1774258643403,0.212
autodock006,C2-node2,worker-c2-2,1774258643266,1774258643602,0.336
autodock007,C2-node3,worker-c2-3,1774258643251,1774258643603,0.352
autodock084,C2-node3,worker-c2-3,1774258649196,1774258649457,0.261
autodock085,C1-node1,worker-c1-1,1774258648325,1774258648470,0.145
autodock082,C2-node1,worker-c2-1,1774258649027,1774258649333,0.306
autodock083,C2-node2,worker-c2-2,1774258649089,1774258649378,0.289
