task_id,node_id,container_name,start_epoch_ms,finish_epoch_ms,duration_seconds
prepare,C1-node1,worker-c1-1,1774258626761,1774258626947,0.186
autodock026,C1-node1,worker-c1-1,1774258628599,1774258628887,0.288
autodock027,C1-node2,worker-c1-2,1774258629310,1774258629467,0.157
autodock024,C1-node3,worker-c1-3,1774258629218,1774258629372,0.154
autodock025,C1-node4,worker-c1-4,1774258629237,1774258629399,0.162
autodock028,C1-node3,worker-c1-3,1774258629319,1774258629465,0.146
autodock029,C1-node4,worker-c1-4,1774258629425,1774258629568,0.143
autodock022,C1-node1,worker-c1-1,1774258628514,1774258628745,0.231
autodock023,C1-node2,worker-c1-2,1774258629212,1774258629386,0.174
autodock020,C2-node2,worker-c2-2,1774258629580,1774258629944,0.364
autodock021,C2-node3,worker-c2-3,1774258629579,1774258629946,0.367
autodock037,C1-node1,worker-c1-1,1774258629655,1774258629798,0.143
autodock038,C1-node2,worker-c1-2,1774258630322,1774258630460,0.138
autodock035,C1-node3,worker-c1-3,1774258630062,1774258630232,0.170
autodock036,C1-node4,worker-c1-4,1774258630088,1774258630252,0.164
autodock039,C1-node3,worker-c1-3,1774258630452,1774258630594,0.142
autodock030,C2-node1,worker-c2-1,1774258630240,1774258630637,0.397
autodock033,C1-node1,worker-c1-1,1774258629467,1774258629616,0.149
autodock034,C1-node2,worker-c1-2,1774258629927,1774258630098,0.171
autodock031,C2-node2,worker-c2-2,1774258630376,1774258630669,0.293
autodock032,C2-node3,worker-c2-3,1774258630362,1774258630654,0.292
autodock004,C1-node4,worker-c1-4,1774258628177,1774258628411,0.234
autodock005,C2-node1,worker-c2-1,1774258628289,1774258628596,0.307
autodock002,C1-node2,worker-c1-2,1774258628195,1774258628417,0.222
autodock003,C1-node3,worker-c1-3,1774258628176,1774258628411,0.235
autodock008,C1-node1,worker-c1-1,1774258627112,1774258627482,0.370
autodock009,C1-node2,worker-c1-2,1774258628193,1774258628415,0.222
autodock006,C2-node2,worker-c2-2,1774258628181,1774258628548,0.367
autodock007,C2-node3,worker-c2-3,1774258628243,1774258628564,0.321
autodock084,C2-node3,worker-c2-3,1774258634033,1774258634330,0.297
autodock085,C1-node1,worker-c1-1,1774258633157,1774258633306,0.149
autodock082,C2-node1,worker-c2-1,1774258633955,1774258634288,0.333
autodock083,C2-node2,worker-c2-2,1774258634001,1774258634301,0.300
autodock088,C1-node4,worker-c1-4,1774258633799,1774258633939,0.140
autodock001,C1-node1,worker-c1-1,1774258627107,1774258627409,0.302
autodock089,C1-node1,worker-c1-1,1774258633248,1774258633382,0.134
autodock086,C1-node2,worker-c1-2,1774258633785,1774258633937,0.152
autodock087,C1-node3,worker-c1-3,1774258633806,1774258633940,0.134
autodock080,C1-node3,worker-c1-3,1774258633095,1774258633231,0.136
autodock081,C1-node4,worker-c1-4,1774258633140,1774258633284,0.144
autodock015,C1-node4,worker-c1-4,1774258628329,1774258628537,0.208
autodock016,C3-node1,worker-c3-1,1774258629598,1774258630067,0.469
autodock013,C1-node2,worker-c1-2,1774258628428,1774258628636,0.208
autodock014,C1-node3,worker-c1-3,1774258628292,1774258628511,0.219
autodock019,C2-node1,worker-c2-1,1774258629595,1774258629945,0.350
autodock017,C3-node2,worker-c3-2,1774258629597,1774258630067,0.470
autodock018,C3-node3,worker-c3-3,1774258629347,1774258629654,0.307
autodock095,C3-node1,worker-c3-1,1774258634341,1774258634754,0.413
autodock096,C3-node2,worker-c3-2,1774258634742,1774258635055,0.313
autodock093,C4-node1,worker-c4-1,1774258634215,1774258635190,0.975
autodock094,C4-node2,worker-c4-2,1774258634313,1774258635399,1.086
autodock011,C1-node4,worker-c1-4,1774258628199,1774258628427,0.228
autodock099,C2-node2,worker-c2-2,1774258634849,1774258635135,0.286
autodock012,C1-node1,worker-c1-1,1774258627109,1774258627465,0.356
autodock097,C3-node3,worker-c3-3,1774258634791,1774258635160,0.369
